state,county,party,votes,totalvotes
TX,JEFFERSON,LIBERTARIAN,897,94759
TX,JEFFERSON,OTHER,20,94759
TX,JEFFERSON,REPUBLICAN,47570,94759
TX,JIM HOGG,DEMOCRAT,1197,2036
TX,JIM HOGG,GREEN,2,2036
TX,JIM HOGG,LIBERTARIAN,4,2036
TX,JIM HOGG,OTHER,0,2036
TX,JIM HOGG,REPUBLICAN,833,2036
TX,JIM WELLS,DEMOCRAT,6119,13669
TX,JIM WELLS,GREEN,28,13669
TX,JIM WELLS,LIBERTARIAN,69,13669
TX,JIM WELLS,OTHER,0,13669
TX,JIM WELLS,REPUBLICAN,7453,13669
TX,JOHNSON,DEMOCRAT,16464,72020
TX,JOHNSON,GREEN,142,72020
TX,JOHNSON,LIBERTARIAN,771,72020
TX,JOHNSON,OTHER,15,72020
TX,JOHNSON,REPUBLICAN,54628,72020
TX,JONES,DEMOCRAT,999,6741
TX,JONES,GREEN,19,6741
TX,JONES,LIBERTARIAN,63,6741
TX,JONES,OTHER,0,6741
TX,JONES,REPUBLICAN,5660,6741
TX,KARNES,DEMOCRAT,1234,5252
TX,KARNES,GREEN,17,5252
TX,KARNES,LIBERTARIAN,30,5252
TX,KARNES,OTHER,3,5252
TX,KARNES,REPUBLICAN,3968,5252
TX,KAUFMAN,DEMOCRAT,18405,56718
TX,KAUFMAN,GREEN,146,56718
TX,KAUFMAN,LIBERTARIAN,528,56718
TX,KAUFMAN,OTHER,15,56718
TX,KAUFMAN,REPUBLICAN,37624,56718
TX,KENDALL,DEMOCRAT,6020,26452
TX,KENDALL,GREEN,46,26452
TX,KENDALL,LIBERTARIAN,289,26452
TX,KENDALL,OTHER,14,26452
TX,KENDALL,REPUBLICAN,20083,26452
TX,KENEDY,DEMOCRAT,65,194
TX,KENEDY,GREEN,1,194
TX,KENEDY,LIBERTARIAN,1,194
TX,KENEDY,OTHER,0,194
TX,KENEDY,REPUBLICAN,127,194
TX,KENT,DEMOCRAT,47,462
TX,KENT,GREEN,3,462
TX,KENT,LIBERTARIAN,1,462
TX,KENT,OTHER,0,462
TX,KENT,REPUBLICAN,411,462
TX,KERR,DEMOCRAT,6524,27745
TX,KERR,GREEN,51,27745
TX,KERR,LIBERTARIAN,283,27745
TX,KERR,OTHER,8,27745
TX,KERR,REPUBLICAN,20879,27745
TX,KIMBLE,DEMOCRAT,284,2292
TX,KIMBLE,GREEN,4,2292
TX,KIMBLE,LIBERTARIAN,17,2292
TX,KIMBLE,OTHER,0,2292
TX,KIMBLE,REPUBLICAN,1987,2292
TX,KING,DEMOCRAT,8,159
TX,KING,GREEN,0,159
TX,KING,LIBERTARIAN,0,159
TX,KING,OTHER,0,159
TX,KING,REPUBLICAN,151,159
TX,KINNEY,DEMOCRAT,446,1603
TX,KINNEY,GREEN,2,1603
TX,KINNEY,LIBERTARIAN,11,1603
TX,KINNEY,OTHER,0,1603
TX,KINNEY,REPUBLICAN,1144,1603
TX,KLEBERG,DEMOCRAT,5314,10944
TX,KLEBERG,GREEN,29,10944
TX,KLEBERG,LIBERTARIAN,97,10944
TX,KLEBERG,OTHER,0,10944
TX,KLEBERG,REPUBLICAN,5504,10944
TX,KNOX,DEMOCRAT,265,1456
TX,KNOX,GREEN,4,1456
TX,KNOX,LIBERTARIAN,7,1456
TX,KNOX,OTHER,0,1456
TX,KNOX,REPUBLICAN,1180,1456
TX,LAMAR,DEMOCRAT,4458,21442
TX,LAMAR,GREEN,28,21442
TX,LAMAR,LIBERTARIAN,172,21442
TX,LAMAR,OTHER,24,21442
TX,LAMAR,REPUBLICAN,16760,21442
TX,LAMB,DEMOCRAT,840,4410
TX,LAMB,GREEN,7,4410
TX,LAMB,LIBERTARIAN,40,4410
TX,LAMB,OTHER,2,4410
TX,LAMB,REPUBLICAN,3521,4410
TX,LAMPASAS,DEMOCRAT,2144,10399
TX,LAMPASAS,GREEN,24,10399
TX,LAMPASAS,LIBERTARIAN,145,10399
TX,LAMPASAS,OTHER,0,10399
TX,LAMPASAS,REPUBLICAN,8086,10399
TX,LA SALLE,DEMOCRAT,1052,2406
TX,LA SALLE,GREEN,7,2406
TX,LA SALLE,LIBERTARIAN,12,2406
TX,LA SALLE,OTHER,0,2406
TX,LA SALLE,REPUBLICAN,1335,2406
TX,LAVACA,DEMOCRAT,1333,10197
TX,LAVACA,GREEN,8,10197
TX,LAVACA,LIBERTARIAN,46,10197
TX,LAVACA,OTHER,6,10197
TX,LAVACA,REPUBLICAN,8804,10197
TX,LEE,DEMOCRAT,1750,8087
TX,LEE,GREEN,16,8087
TX,LEE,LIBERTARIAN,65,8087
TX,LEE,OTHER,1,8087
TX,LEE,REPUBLICAN,6255,8087
TX,LEON,DEMOCRAT,1072,8674
TX,LEON,GREEN,14,8674
TX,LEON,LIBERTARIAN,57,8674
TX,LEON,OTHER,8,8674
TX,LEON,REPUBLICAN,7523,8674
TX,LIBERTY,DEMOCRAT,5785,29334
TX,LIBERTY,GREEN,29,29334
TX,LIBERTY,LIBERTARIAN,218,29334
TX,LIBERTY,OTHER,0,29334
TX,LIBERTY,REPUBLICAN,23302,29334
TX,LIMESTONE,DEMOCRAT,2213,9095
TX,LIMESTONE,GREEN,27,9095
TX,LIMESTONE,LIBERTARIAN,66,9095
TX,LIMESTONE,OTHER,0,9095
TX,LIMESTONE,REPUBLICAN,6789,9095
TX,LIPSCOMB,DEMOCRAT,131,1353
TX,LIPSCOMB,GREEN,0,1353
TX,LIPSCOMB,LIBERTARIAN,17,1353
TX,LIPSCOMB,OTHER,0,1353
TX,LIPSCOMB,REPUBLICAN,1205,1353
TX,LIVE OAK,DEMOCRAT,819,5054
TX,LIVE OAK,GREEN,6,5054
TX,LIVE OAK,LIBERTARIAN,30,5054
TX,LIVE OAK,OTHER,0,5054
TX,LIVE OAK,REPUBLICAN,4199,5054
TX,LLANO,DEMOCRAT,2465,12660
TX,LLANO,GREEN,16,12660
TX,LLANO,LIBERTARIAN,99,12660
TX,LLANO,OTHER,1,12660
TX,LLANO,REPUBLICAN,10079,12660
TX,LOVING,DEMOCRAT,4,66
TX,LOVING,GREEN,0,66
TX,LOVING,LIBERTARIAN,2,66
TX,LOVING,OTHER,0,66
TX,LOVING,REPUBLICAN,60,66
TX,LUBBOCK,DEMOCRAT,40017,120817
TX,LUBBOCK,GREEN,276,120817
TX,LUBBOCK,LIBERTARIAN,1617,120817
TX,LUBBOCK,OTHER,46,120817
TX,LUBBOCK,REPUBLICAN,78861,120817
TX,LYNN,DEMOCRAT,428,2293
TX,LYNN,GREEN,2,2293
TX,LYNN,LIBERTARIAN,10,2293
TX,LYNN,OTHER,0,2293
TX,LYNN,REPUBLICAN,1853,2293
TX,MCCULLOCH,DEMOCRAT,490,3436
TX,MCCULLOCH,GREEN,6,3436
TX,MCCULLOCH,LIBERTARIAN,36,3436
TX,MCCULLOCH,OTHER,0,3436
TX,MCCULLOCH,REPUBLICAN,2904,3436
TX,MCLENNAN,DEMOCRAT,36688,97872
TX,MCLENNAN,GREEN,243,97872
TX,MCLENNAN,LIBERTARIAN,1297,97872
TX,MCLENNAN,OTHER,101,97872
TX,MCLENNAN,REPUBLICAN,59543,97872
TX,MCMULLEN,DEMOCRAT,53,516
TX,MCMULLEN,GREEN,1,516
TX,MCMULLEN,LIBERTARIAN,2,516
TX,MCMULLEN,OTHER,0,516
TX,MCMULLEN,REPUBLICAN,460,516
TX,MADISON,DEMOCRAT,1088,5298
TX,MADISON,GREEN,10,5298
TX,MADISON,LIBERTARIAN,30,5298
TX,MADISON,OTHER,1,5298
TX,MADISON,REPUBLICAN,4169,5298
TX,MARION,DEMOCRAT,1339,4864
TX,MARION,GREEN,8,4864
TX,MARION,LIBERTARIAN,47,4864
TX,MARION,OTHER,0,4864
TX,MARION,REPUBLICAN,3470,4864
TX,MARTIN,DEMOCRAT,288,2160
TX,MARTIN,GREEN,2,2160
TX,MARTIN,LIBERTARIAN,13,2160
TX,MARTIN,OTHER,0,2160
TX,MARTIN,REPUBLICAN,1857,2160
TX,MASON,DEMOCRAT,457,2474
TX,MASON,GREEN,2,2474
TX,MASON,LIBERTARIAN,19,2474
TX,MASON,OTHER,5,2474
TX,MASON,REPUBLICAN,1991,2474
TX,MATAGORDA,DEMOCRAT,3733,13727
TX,MATAGORDA,GREEN,33,13727
TX,MATAGORDA,LIBERTARIAN,115,13727
TX,MATAGORDA,OTHER,1,13727
TX,MATAGORDA,REPUBLICAN,9845,13727
TX,MAVERICK,DEMOCRAT,8332,15346
TX,MAVERICK,GREEN,60,15346
TX,MAVERICK,LIBERTARIAN,73,15346
TX,MAVERICK,OTHER,0,15346
TX,MAVERICK,REPUBLICAN,6881,15346
TX,MEDINA,DEMOCRAT,6773,22657
TX,MEDINA,GREEN,45,22657
TX,MEDINA,LIBERTARIAN,184,22657
TX,MEDINA,OTHER,13,22657
TX,MEDINA,REPUBLICAN,15642,22657
TX,MENARD,DEMOCRAT,197,1028
TX,MENARD,GREEN,2,1028
TX,MENARD,LIBERTARIAN,6,1028
TX,MENARD,OTHER,0,1028
TX,MENARD,REPUBLICAN,823,1028
TX,MIDLAND,DEMOCRAT,12329,58859
TX,MIDLAND,GREEN,126,58859
TX,MIDLAND,LIBERTARIAN,777,58859
TX,MIDLAND,OTHER,3,58859
TX,MIDLAND,REPUBLICAN,45624,58859
TX,MILAM,DEMOCRAT,2496,10578
TX,MILAM,GREEN,24,10578
TX,MILAM,LIBERTARIAN,72,10578
TX,MILAM,OTHER,2,10578
TX,MILAM,REPUBLICAN,7984,10578
TX,MILLS,DEMOCRAT,271,2505
TX,MILLS,GREEN,2,2505
TX,MILLS,LIBERTARIAN,15,2505
TX,MILLS,OTHER,0,2505
TX,MILLS,REPUBLICAN,2217,2505
TX,MITCHELL,DEMOCRAT,397,2579
TX,MITCHELL,GREEN,1,2579
TX,MITCHELL,LIBERTARIAN,11,2579
TX,MITCHELL,OTHER,0,2579
TX,MITCHELL,REPUBLICAN,2170,2579
TX,MONTAGUE,DEMOCRAT,1097,9819
TX,MONTAGUE,GREEN,24,9819
TX,MONTAGUE,LIBERTARIAN,78,9819
TX,MONTAGUE,OTHER,5,9819
TX,MONTAGUE,REPUBLICAN,8615,9819
TX,MONTGOMERY,DEMOCRAT,74377,271543
TX,MONTGOMERY,GREEN,526,271543
TX,MONTGOMERY,LIBERTARIAN,3166,271543
TX,MONTGOMERY,OTHER,92,271543
TX,MONTGOMERY,REPUBLICAN,193382,271543
TX,MOORE,DEMOCRAT,1062,5508
TX,MOORE,GREEN,21,5508
TX,MOORE,LIBERTARIAN,66,5508
TX,MOORE,OTHER,0,5508
TX,MOORE,REPUBLICAN,4359,5508
TX,MORRIS,DEMOCRAT,1669,5587
TX,MORRIS,GREEN,10,5587
TX,MORRIS,LIBERTARIAN,36,5587
TX,MORRIS,OTHER,0,5587
TX,MORRIS,REPUBLICAN,3872,5587
TX,MOTLEY,DEMOCRAT,46,652
TX,MOTLEY,GREEN,0,652
TX,MOTLEY,LIBERTARIAN,2,652
TX,MOTLEY,OTHER,0,652
TX,MOTLEY,REPUBLICAN,604,652
TX,NACOGDOCHES,DEMOCRAT,9000,26785
TX,NACOGDOCHES,GREEN,83,26785
TX,NACOGDOCHES,LIBERTARIAN,302,26785
TX,NACOGDOCHES,OTHER,22,26785
TX,NACOGDOCHES,REPUBLICAN,17378,26785
TX,NAVARRO,DEMOCRAT,5101,19123
TX,NAVARRO,GREEN,53,19123
TX,NAVARRO,LIBERTARIAN,167,19123
TX,NAVARRO,OTHER,2,19123
TX,NAVARRO,REPUBLICAN,13800,19123
TX,NEWTON,DEMOCRAT,1173,6094
TX,NEWTON,GREEN,5,6094
TX,NEWTON,LIBERTARIAN,34,6094
TX,NEWTON,OTHER,0,6094
TX,NEWTON,REPUBLICAN,4882,6094
TX,NOLAN,DEMOCRAT,1162,5357
TX,NOLAN,GREEN,10,5357
TX,NOLAN,LIBERTARIAN,53,5357
TX,NOLAN,OTHER,1,5357
TX,NOLAN,REPUBLICAN,4131,5357
TX,NUECES,DEMOCRAT,60925,127322
TX,NUECES,GREEN,368,127322
TX,NUECES,LIBERTARIAN,1404,127322
TX,NUECES,OTHER,8,127322
TX,NUECES,REPUBLICAN,64617,127322
TX,OCHILTREE,DEMOCRAT,302,3156
TX,OCHILTREE,GREEN,3,3156
TX,OCHILTREE,LIBERTARIAN,37,3156
TX,OCHILTREE,OTHER,2,3156
TX,OCHILTREE,REPUBLICAN,2812,3156
TX,OLDHAM,DEMOCRAT,81,1009
TX,OLDHAM,GREEN,1,1009
TX,OLDHAM,LIBERTARIAN,10,1009
TX,OLDHAM,OTHER,0,1009
TX,OLDHAM,REPUBLICAN,917,1009
TX,ORANGE,DEMOCRAT,6357,35994
TX,ORANGE,GREEN,51,35994
TX,ORANGE,LIBERTARIAN,376,35994
TX,ORANGE,OTHER,24,35994
TX,ORANGE,REPUBLICAN,29186,35994
TX,PALO PINTO,DEMOCRAT,2178,12489
TX,PALO PINTO,GREEN,27,12489
TX,PALO PINTO,LIBERTARIAN,101,12489
TX,PALO PINTO,OTHER,4,12489
TX,PALO PINTO,REPUBLICAN,10179,12489
TX,PANOLA,DEMOCRAT,2057,11451
TX,PANOLA,GREEN,11,11451
TX,PANOLA,LIBERTARIAN,57,11451
TX,PANOLA,OTHER,0,11451
TX,PANOLA,REPUBLICAN,9326,11451
TX,PARKER,DEMOCRAT,13017,76128
TX,PARKER,GREEN,158,76128
TX,PARKER,LIBERTARIAN,880,76128
TX,PARKER,OTHER,28,76128
TX,PARKER,REPUBLICAN,62045,76128
TX,PARMER,DEMOCRAT,488,2650
TX,PARMER,GREEN,4,2650
TX,PARMER,LIBERTARIAN,23,2650
TX,PARMER,OTHER,0,2650
TX,PARMER,REPUBLICAN,2135,2650
TX,PECOS,DEMOCRAT,1382,4668
TX,PECOS,GREEN,21,4668
TX,PECOS,LIBERTARIAN,50,4668
TX,PECOS,OTHER,0,4668
TX,PECOS,REPUBLICAN,3215,4668
TX,POLK,DEMOCRAT,5387,24186
TX,POLK,GREEN,50,24186
TX,POLK,LIBERTARIAN,171,24186
TX,POLK,OTHER,5,24186
TX,POLK,REPUBLICAN,18573,24186
TX,POTTER,DEMOCRAT,9921,33337
TX,POTTER,GREEN,126,33337
TX,POTTER,LIBERTARIAN,454,33337
TX,POTTER,OTHER,16,33337
TX,POTTER,REPUBLICAN,22820,33337
TX,PRESIDIO,DEMOCRAT,1463,2217
TX,PRESIDIO,GREEN,12,2217
TX,PRESIDIO,LIBERTARIAN,21,2217
TX,PRESIDIO,OTHER,0,2217
TX,PRESIDIO,REPUBLICAN,721,2217
TX,RAINS,DEMOCRAT,842,6053
TX,RAINS,GREEN,13,6053
TX,RAINS,LIBERTARIAN,43,6053
TX,RAINS,OTHER,0,6053
TX,RAINS,REPUBLICAN,5155,6053
TX,RANDALL,DEMOCRAT,12802,64674
TX,RANDALL,GREEN,129,64674
TX,RANDALL,LIBERTARIAN,910,64674
TX,RANDALL,OTHER,37,64674
TX,RANDALL,REPUBLICAN,50796,64674
TX,REAGAN,DEMOCRAT,172,1124
TX,REAGAN,GREEN,3,1124
TX,REAGAN,LIBERTARIAN,7,1124
TX,REAGAN,OTHER,0,1124
TX,REAGAN,REPUBLICAN,942,1124
TX,REAL,DEMOCRAT,320,1982
TX,REAL,GREEN,5,1982
TX,REAL,LIBERTARIAN,14,1982
TX,REAL,OTHER,0,1982
TX,REAL,REPUBLICAN,1643,1982
TX,RED RIVER,DEMOCRAT,1246,5806
TX,RED RIVER,GREEN,7,5806
TX,RED RIVER,LIBERTARIAN,36,5806
TX,RED RIVER,OTHER,0,5806
TX,RED RIVER,REPUBLICAN,4517,5806
TX,REEVES,DEMOCRAT,1395,3689
TX,REEVES,GREEN,8,3689
TX,REEVES,LIBERTARIAN,30,3689
TX,REEVES,OTHER,2,3689
TX,REEVES,REPUBLICAN,2254,3689
TX,REFUGIO,DEMOCRAT,1108,3366
TX,REFUGIO,GREEN,21,3366
TX,REFUGIO,LIBERTARIAN,26,3366
TX,REFUGIO,OTHER,1,3366
TX,REFUGIO,REPUBLICAN,2210,3366
TX,ROBERTS,DEMOCRAT,17,550
TX,ROBERTS,GREEN,0,550
TX,ROBERTS,LIBERTARIAN,4,550
TX,ROBERTS,OTHER,0,550
TX,ROBERTS,REPUBLICAN,529,550
TX,ROBERTSON,DEMOCRAT,2374,8099
TX,ROBERTSON,GREEN,13,8099
TX,ROBERTSON,LIBERTARIAN,66,8099
TX,ROBERTSON,OTHER,0,8099
TX,ROBERTSON,REPUBLICAN,5646,8099
TX,ROCKWALL,DEMOCRAT,16412,53891
TX,ROCKWALL,GREEN,121,53891
TX,ROCKWALL,LIBERTARIAN,611,53891
TX,ROCKWALL,OTHER,21,53891
TX,ROCKWALL,REPUBLICAN,36726,53891
TX,RUNNELS,DEMOCRAT,552,4409
TX,RUNNELS,GREEN,11,4409
TX,RUNNELS,LIBERTARIAN,39,4409
TX,RUNNELS,OTHER,0,4409
TX,RUNNELS,REPUBLICAN,3807,4409
TX,RUSK,DEMOCRAT,4629,21377
TX,RUSK,GREEN,50,21377
TX,RUSK,LIBERTARIAN,155,21377
TX,RUSK,OTHER,9,21377
TX,RUSK,REPUBLICAN,16534,21377
TX,SABINE,DEMOCRAT,669,5491
TX,SABINE,GREEN,7,5491
TX,SABINE,LIBERTARIAN,27,5491
TX,SABINE,OTHER,4,5491
TX,SABINE,REPUBLICAN,4784,5491
TX,SAN AUGUSTINE,DEMOCRAT,980,4002
TX,SAN AUGUSTINE,GREEN,2,4002
TX,SAN AUGUSTINE,LIBERTARIAN,13,4002
TX,SAN AUGUSTINE,OTHER,0,4002
TX,SAN AUGUSTINE,REPUBLICAN,3007,4002
TX,SAN JACINTO,DEMOCRAT,2337,12640
TX,SAN JACINTO,GREEN,39,12640
TX,SAN JACINTO,LIBERTARIAN,101,12640
TX,SAN JACINTO,OTHER,2,12640
TX,SAN JACINTO,REPUBLICAN,10161,12640
TX,SAN PATRICIO,DEMOCRAT,8988,25891
TX,SAN PATRICIO,GREEN,93,25891
TX,SAN PATRICIO,LIBERTARIAN,291,25891
TX,SAN PATRICIO,OTHER,3,25891
TX,SAN PATRICIO,REPUBLICAN,16516,25891
TX,SAN SABA,DEMOCRAT,287,2602
TX,SAN SABA,GREEN,0,2602
TX,SAN SABA,LIBERTARIAN,7,2602
TX,SAN SABA,OTHER,0,2602
TX,SAN SABA,REPUBLICAN,2308,2602
TX,SCHLEICHER,DEMOCRAT,211,1159
TX,SCHLEICHER,GREEN,2,1159
TX,SCHLEICHER,LIBERTARIAN,6,1159
TX,SCHLEICHER,OTHER,0,1159
TX,SCHLEICHER,REPUBLICAN,940,1159
TX,SCURRY,DEMOCRAT,818,5870
TX,SCURRY,GREEN,15,5870
TX,SCURRY,LIBERTARIAN,53,5870
TX,SCURRY,OTHER,1,5870
TX,SCURRY,REPUBLICAN,4983,5870
TX,SHACKELFORD,DEMOCRAT,130,1628
TX,SHACKELFORD,GREEN,4,1628
TX,SHACKELFORD,LIBERTARIAN,10,1628
TX,SHACKELFORD,OTHER,0,1628
TX,SHACKELFORD,REPUBLICAN,1484,1628
TX,SHELBY,DEMOCRAT,2068,10087
TX,SHELBY,GREEN,4,10087
TX,SHELBY,LIBERTARIAN,37,10087
TX,SHELBY,OTHER,3,10087
TX,SHELBY,REPUBLICAN,7975,10087
TX,SHERMAN,DEMOCRAT,91,992
TX,SHERMAN,GREEN,5,992
TX,SHERMAN,LIBERTARIAN,9,992
TX,SHERMAN,OTHER,1,992
TX,SHERMAN,REPUBLICAN,886,992
TX,SMITH,DEMOCRAT,29615,100089
TX,SMITH,GREEN,254,100089
TX,SMITH,LIBERTARIAN,1126,100089
TX,SMITH,OTHER,14,100089
TX,SMITH,REPUBLICAN,69080,100089
TX,SOMERVELL,DEMOCRAT,768,4947
TX,SOMERVELL,GREEN,10,4947
TX,SOMERVELL,LIBERTARIAN,56,4947
TX,SOMERVELL,OTHER,8,4947
TX,SOMERVELL,REPUBLICAN,4105,4947
TX,STARR,DEMOCRAT,9123,17525
TX,STARR,GREEN,63,17525
TX,STARR,LIBERTARIAN,92,17525
TX,STARR,OTHER,0,17525
TX,STARR,REPUBLICAN,8247,17525
TX,STEPHENS,DEMOCRAT,397,3800
TX,STEPHENS,GREEN,2,3800
TX,STEPHENS,LIBERTARIAN,16,3800
TX,STEPHENS,OTHER,0,3800
TX,STEPHENS,REPUBLICAN,3385,3800
TX,STERLING,DEMOCRAT,51,639
TX,STERLING,GREEN,3,639
TX,STERLING,LIBERTARIAN,1,639
TX,STERLING,OTHER,0,639
TX,STERLING,REPUBLICAN,584,639
TX,STONEWALL,DEMOCRAT,116,736
TX,STONEWALL,GREEN,1,736
TX,STONEWALL,LIBERTARIAN,4,736
TX,STONEWALL,OTHER,0,736
TX,STONEWALL,REPUBLICAN,615,736
TX,SUTTON,DEMOCRAT,322,1557
TX,SUTTON,GREEN,4,1557
TX,SUTTON,LIBERTARIAN,9,1557
TX,SUTTON,OTHER,0,1557
TX,SUTTON,REPUBLICAN,1222,1557
TX,SWISHER,DEMOCRAT,478,2355
TX,SWISHER,GREEN,10,2355
TX,SWISHER,LIBERTARIAN,22,2355
TX,SWISHER,OTHER,0,2355
TX,SWISHER,REPUBLICAN,1845,2355
TX,TARRANT,DEMOCRAT,411567,834697
TX,TARRANT,GREEN,2617,834697
TX,TARRANT,LIBERTARIAN,10368,834697
TX,TARRANT,OTHER,404,834697
TX,TARRANT,REPUBLICAN,409741,834697
TX,TAYLOR,DEMOCRAT,14588,55135
TX,TAYLOR,GREEN,150,55135
TX,TAYLOR,LIBERTARIAN,827,55135
TX,TAYLOR,OTHER,23,55135
TX,TAYLOR,REPUBLICAN,39547,55135
TX,TERRELL,DEMOCRAT,119,458
TX,TERRELL,GREEN,2,458
TX,TERRELL,LIBERTARIAN,3,458
TX,TERRELL,OTHER,0,458
TX,TERRELL,REPUBLICAN,334,458
TX,TERRY,DEMOCRAT,757,3612
TX,TERRY,GREEN,10,3612
TX,TERRY,LIBERTARIAN,33,3612
TX,TERRY,OTHER,0,3612
TX,TERRY,REPUBLICAN,2812,3612
TX,THROCKMORTON,DEMOCRAT,82,894
TX,THROCKMORTON,GREEN,1,894
TX,THROCKMORTON,LIBERTARIAN,5,894
TX,THROCKMORTON,OTHER,0,894
TX,THROCKMORTON,REPUBLICAN,806,894
TX,TITUS,DEMOCRAT,2856,10541
TX,TITUS,GREEN,19,10541
TX,TITUS,LIBERTARIAN,94,10541
TX,TITUS,OTHER,2,10541
TX,TITUS,REPUBLICAN,7570,10541
TX,TOM GREEN,DEMOCRAT,12239,45210
TX,TOM GREEN,GREEN,96,45210
TX,TOM GREEN,LIBERTARIAN,546,45210
TX,TOM GREEN,OTHER,16,45210
TX,TOM GREEN,REPUBLICAN,32313,45210
TX,TRAVIS,DEMOCRAT,435860,608575
TX,TRAVIS,GREEN,2094,608575
TX,TRAVIS,LIBERTARIAN,8905,608575
TX,TRAVIS,OTHER,379,608575
TX,TRAVIS,REPUBLICAN,161337,608575
TX,TRINITY,DEMOCRAT,1323,6938
TX,TRINITY,GREEN,11,6938
TX,TRINITY,LIBERTARIAN,25,6938
TX,TRINITY,OTHER,0,6938
TX,TRINITY,REPUBLICAN,5579,6938
TX,TYLER,DEMOCRAT,1403,9660
TX,TYLER,GREEN,11,9660
TX,TYLER,LIBERTARIAN,52,9660
TX,TYLER,OTHER,0,9660
TX,TYLER,REPUBLICAN,8194,9660
TX,UPSHUR,DEMOCRAT,2877,18892
TX,UPSHUR,GREEN,22,18892
TX,UPSHUR,LIBERTARIAN,179,18892
TX,UPSHUR,OTHER,5,18892
TX,UPSHUR,REPUBLICAN,15809,18892
TX,UPTON,DEMOCRAT,170,1368
TX,UPTON,GREEN,7,1368
TX,UPTON,LIBERTARIAN,13,1368
TX,UPTON,OTHER,0,1368
TX,UPTON,REPUBLICAN,1178,1368
TX,UVALDE,DEMOCRAT,4073,10344
TX,UVALDE,GREEN,29,10344
TX,UVALDE,LIBERTARIAN,66,10344
TX,UVALDE,OTHER,2,10344
TX,UVALDE,REPUBLICAN,6174,10344
TX,VAL VERDE,DEMOCRAT,6771,15280
TX,VAL VERDE,GREEN,47,15280
TX,VAL VERDE,LIBERTARIAN,170,15280
TX,VAL VERDE,OTHER,8,15280
TX,VAL VERDE,REPUBLICAN,8284,15280
TX,VAN ZANDT,DEMOCRAT,3516,26029
TX,VAN ZANDT,GREEN,33,26029
TX,VAN ZANDT,LIBERTARIAN,175,26029
TX,VAN ZANDT,OTHER,35,26029
TX,VAN ZANDT,REPUBLICAN,22270,26029
TX,VICTORIA,DEMOCRAT,10380,34188
TX,VICTORIA,GREEN,103,34188
TX,VICTORIA,LIBERTARIAN,339,34188
TX,VICTORIA,OTHER,8,34188
TX,VICTORIA,REPUBLICAN,23358,34188
TX,WALKER,DEMOCRAT,7884,23612
TX,WALKER,GREEN,63,23612
TX,WALKER,LIBERTARIAN,287,23612
TX,WALKER,OTHER,3,23612
TX,WALKER,REPUBLICAN,15375,23612
TX,WALLER,DEMOCRAT,8191,22734
TX,WALLER,GREEN,82,22734
TX,WALLER,LIBERTARIAN,201,22734
TX,WALLER,OTHER,0,22734
TX,WALLER,REPUBLICAN,14260,22734
TX,WARD,DEMOCRAT,764,4060
TX,WARD,GREEN,26,4060
TX,WARD,LIBERTARIAN,29,4060
TX,WARD,OTHER,0,4060
TX,WARD,REPUBLICAN,3241,4060
TX,WASHINGTON,DEMOCRAT,4261,17427
TX,WASHINGTON,GREEN,20,17427
TX,WASHINGTON,LIBERTARIAN,178,17427
TX,WASHINGTON,OTHER,9,17427
TX,WASHINGTON,REPUBLICAN,12959,17427
TX,WEBB,DEMOCRAT,41820,68397
TX,WEBB,GREEN,233,68397
TX,WEBB,LIBERTARIAN,446,68397
TX,WEBB,OTHER,0,68397
TX,WEBB,REPUBLICAN,25898,68397
TX,WHARTON,DEMOCRAT,4694,16761
TX,WHARTON,GREEN,36,16761
TX,WHARTON,LIBERTARIAN,105,16761
TX,WHARTON,OTHER,0,16761
TX,WHARTON,REPUBLICAN,11926,16761
TX,WHEELER,DEMOCRAT,168,2337
TX,WHEELER,GREEN,3,2337
TX,WHEELER,LIBERTARIAN,7,2337
TX,WHEELER,OTHER,0,2337
TX,WHEELER,REPUBLICAN,2159,2337
TX,WICHITA,DEMOCRAT,13161,46040
TX,WICHITA,GREEN,125,46040
TX,WICHITA,LIBERTARIAN,675,46040
TX,WICHITA,OTHER,10,46040
TX,WICHITA,REPUBLICAN,32069,46040
TX,WILBARGER,DEMOCRAT,956,4524
TX,WILBARGER,GREEN,11,4524
TX,WILBARGER,LIBERTARIAN,33,4524
TX,WILBARGER,OTHER,0,4524
TX,WILBARGER,REPUBLICAN,3524,4524
TX,WILLACY,DEMOCRAT,3108,5549
TX,WILLACY,GREEN,0,5549
TX,WILLACY,LIBERTARIAN,0,5549
TX,WILLACY,OTHER,0,5549
TX,WILLACY,REPUBLICAN,2441,5549
TX,WILLIAMSON,DEMOCRAT,143795,289555
TX,WILLIAMSON,GREEN,790,289555
TX,WILLIAMSON,LIBERTARIAN,4998,289555
TX,WILLIAMSON,OTHER,243,289555
TX,WILLIAMSON,REPUBLICAN,139729,289555
TX,WILSON,DEMOCRAT,6350,25013
TX,WILSON,GREEN,39,25013
TX,WILSON,LIBERTARIAN,151,25013
TX,WILSON,OTHER,10,25013
TX,WILSON,REPUBLICAN,18463,25013
TX,WINKLER,DEMOCRAT,358,2126
TX,WINKLER,GREEN,1,2126
TX,WINKLER,LIBERTARIAN,14,2126
TX,WINKLER,OTHER,0,2126
TX,WINKLER,REPUBLICAN,1753,2126
TX,WISE,DEMOCRAT,4973,32365
