st_cty,low,med,high,tot_hesi
PA York County,0.16,0.11,0.07,0.34
RI Bristol County,0.08,0.06,0.05,0.19
RI Kent County,0.09,0.07,0.05,0.21
RI Newport County,0.08,0.06,0.05,0.19
RI Providence County,0.1,0.07,0.05,0.22
RI Washington County,0.08,0.06,0.05,0.19
SC Abbeville County,0.22,0.14,0.08,0.44
SC Aiken County,0.23,0.15,0.08,0.46
SC Allendale County,0.24,0.15,0.08,0.47
SC Anderson County,0.22,0.15,0.08,0.45
SC Bamberg County,0.24,0.15,0.08,0.47
SC Barnwell County,0.24,0.15,0.08,0.47
SC Beaufort County,0.19,0.12,0.07,0.38
SC Berkeley County,0.21,0.13,0.07,0.41
SC Calhoun County,0.22,0.14,0.08,0.44
SC Charleston County,0.19,0.13,0.07,0.39
SC Cherokee County,0.24,0.15,0.09,0.48
SC Chester County,0.24,0.15,0.09,0.48
SC Chesterfield County,0.23,0.15,0.08,0.46
SC Clarendon County,0.24,0.15,0.09,0.48
SC Colleton County,0.24,0.15,0.08,0.47
SC Darlington County,0.23,0.14,0.08,0.45
SC Dillon County,0.23,0.14,0.08,0.45
SC Dorchester County,0.22,0.15,0.08,0.45
SC Edgefield County,0.23,0.15,0.08,0.46
SC Fairfield County,0.19,0.12,0.07,0.38
SC Florence County,0.23,0.14,0.08,0.45
SC Georgetown County,0.23,0.14,0.08,0.45
SC Greenville County,0.2,0.14,0.08,0.42
SC Greenwood County,0.22,0.14,0.08,0.44
SC Hampton County,0.24,0.15,0.08,0.47
SC Horry County,0.22,0.14,0.08,0.44
SC Jasper County,0.19,0.12,0.07,0.38
SC Kershaw County,0.22,0.14,0.08,0.44
SC Lancaster County,0.23,0.15,0.08,0.46
SC Laurens County,0.22,0.15,0.08,0.45
SC Lee County,0.24,0.15,0.09,0.48
SC Lexington County,0.22,0.14,0.08,0.44
SC McCormick County,0.22,0.14,0.08,0.44
SC Marion County,0.23,0.14,0.08,0.45
SC Marlboro County,0.23,0.15,0.08,0.46
SC Newberry County,0.24,0.15,0.09,0.48
SC Oconee County,0.22,0.15,0.08,0.45
SC Orangeburg County,0.24,0.15,0.08,0.47
SC Pickens County,0.22,0.15,0.08,0.45
SC Richland County,0.21,0.13,0.07,0.41
SC Saluda County,0.23,0.15,0.09,0.47
SC Spartanburg County,0.22,0.14,0.08,0.44
SC Sumter County,0.24,0.15,0.09,0.48
SC Union County,0.24,0.15,0.09,0.48
SC Williamsburg County,0.24,0.15,0.09,0.48
SC York County,0.2,0.13,0.07,0.4
SD Aurora County,0.15,0.1,0.08,0.33
SD Beadle County,0.15,0.1,0.08,0.33
SD Bennett County,0.21,0.14,0.1,0.45
SD Bon Homme County,0.15,0.1,0.08,0.33
SD Brookings County,0.15,0.1,0.08,0.33
SD Brown County,0.15,0.1,0.07,0.32
SD Brule County,0.15,0.1,0.08,0.33
SD Buffalo County,0.21,0.14,0.1,0.45
SD Butte County,0.15,0.1,0.08,0.33
SD Campbell County,0.15,0.1,0.07,0.32
SD Charles Mix County,0.21,0.14,0.1,0.45
SD Clark County,0.15,0.1,0.07,0.32
SD Clay County,0.15,0.1,0.07,0.32
SD Codington County,0.15,0.1,0.07,0.32
SD Corson County,0.21,0.14,0.1,0.45
SD Custer County,0.15,0.1,0.08,0.33
SD Davison County,0.15,0.1,0.08,0.33
SD Day County,0.15,0.1,0.07,0.32
SD Deuel County,0.15,0.1,0.07,0.32
SD Dewey County,0.21,0.14,0.1,0.45
SD Douglas County,0.15,0.1,0.08,0.33
SD Edmunds County,0.15,0.1,0.07,0.32
SD Fall River County,0.21,0.14,0.1,0.45
SD Faulk County,0.15,0.1,0.07,0.32
SD Grant County,0.15,0.1,0.07,0.32
SD Gregory County,0.21,0.14,0.1,0.45
SD Haakon County,0.21,0.14,0.1,0.45
SD Hamlin County,0.15,0.1,0.07,0.32
SD Hand County,0.15,0.1,0.08,0.33
SD Hanson County,0.15,0.1,0.08,0.33
SD Harding County,0.15,0.1,0.08,0.33
SD Hughes County,0.21,0.14,0.1,0.45
SD Hutchinson County,0.15,0.1,0.08,0.33
SD Hyde County,0.21,0.14,0.1,0.45
SD Jackson County,0.21,0.14,0.1,0.45
SD Jerauld County,0.15,0.1,0.08,0.33
SD Jones County,0.21,0.14,0.1,0.45
SD Kingsbury County,0.15,0.1,0.08,0.33
SD Lake County,0.15,0.1,0.08,0.33
SD Lawrence County,0.15,0.1,0.08,0.33
SD Lincoln County,0.14,0.1,0.07,0.31
SD Lyman County,0.21,0.14,0.1,0.45
SD McCook County,0.15,0.1,0.07,0.32
SD McPherson County,0.15,0.1,0.07,0.32
SD Marshall County,0.15,0.1,0.07,0.32
SD Meade County,0.15,0.1,0.08,0.33
SD Mellette County,0.21,0.14,0.1,0.45
SD Miner County,0.15,0.1,0.08,0.33
SD Minnehaha County,0.14,0.1,0.07,0.31
SD Moody County,0.15,0.1,0.08,0.33
SD Pennington County,0.15,0.1,0.08,0.33
SD Perkins County,0.15,0.1,0.08,0.33
SD Potter County,0.15,0.1,0.07,0.32
SD Roberts County,0.15,0.1,0.07,0.32
SD Sanborn County,0.15,0.1,0.08,0.33
,0.21,0.14,0.1,0.45
SD Spink County,0.15,0.1,0.07,0.32
SD Stanley County,0.21,0.14,0.1,0.45
SD Sully County,0.21,0.14,0.1,0.45
SD Todd County,0.21,0.14,0.1,0.45
SD Tripp County,0.21,0.14,0.1,0.45
SD Turner County,0.15,0.1,0.07,0.32
SD Union County,0.15,0.1,0.07,0.32
SD Walworth County,0.15,0.1,0.07,0.32
SD Yankton County,0.15,0.1,0.07,0.32
SD Ziebach County,0.21,0.14,0.1,0.45
TN Anderson County,0.21,0.14,0.09,0.44
TN Bedford County,0.2,0.13,0.08,0.41
TN Benton County,0.21,0.14,0.09,0.44
TN Bledsoe County,0.22,0.15,0.1,0.47
TN Blount County,0.19,0.13,0.08,0.4
TN Bradley County,0.21,0.14,0.09,0.44
TN Campbell County,0.22,0.15,0.1,0.47
TN Cannon County,0.23,0.15,0.1,0.48
TN Carroll County,0.21,0.14,0.09,0.44
TN Carter County,0.21,0.14,0.09,0.44
TN Cheatham County,0.21,0.14,0.09,0.44
TN Chester County,0.2,0.13,0.08,0.41
TN Claiborne County,0.22,0.15,0.1,0.47
TN Clay County,0.2,0.13,0.08,0.41
TN Cocke County,0.22,0.15,0.1,0.47
TN Coffee County,0.2,0.14,0.09,0.43
TN Crockett County,0.21,0.14,0.09,0.44
TN Cumberland County,0.21,0.14,0.09,0.44
TN Davidson County,0.17,0.11,0.07,0.35
TN Decatur County,0.22,0.15,0.09,0.46
TN DeKalb County,0.23,0.15,0.1,0.48
TN Dickson County,0.21,0.14,0.09,0.44
TN Dyer County,0.21,0.14,0.09,0.44
TN Fayette County,0.2,0.13,0.08,0.41
TN Fentress County,0.21,0.14,0.09,0.44
TN Franklin County,0.2,0.14,0.09,0.43
TN Gibson County,0.21,0.14,0.09,0.44
TN Giles County,0.22,0.15,0.09,0.46
TN Grainger County,0.22,0.15,0.1,0.47
TN Greene County,0.21,0.14,0.09,0.44
TN Grundy County,0.22,0.15,0.1,0.47
TN Hamblen County,0.22,0.15,0.1,0.47
TN Hamilton County,0.17,0.11,0.07,0.35
TN Hancock County,0.22,0.15,0.1,0.47
TN Hardeman County,0.22,0.15,0.09,0.46
TN Hardin County,0.22,0.15,0.09,0.46
TN Hawkins County,0.21,0.14,0.09,0.44
TN Haywood County,0.22,0.15,0.09,0.46
TN Henderson County,0.22,0.15,0.09,0.46
TN Henry County,0.21,0.14,0.09,0.44
TN Hickman County,0.21,0.14,0.09,0.44
TN Houston County,0.21,0.14,0.09,0.44
TN Humphreys County,0.21,0.14,0.09,0.44
TN Jackson County,0.2,0.13,0.08,0.41
TN Jefferson County,0.21,0.14,0.09,0.44
TN Johnson County,0.21,0.14,0.09,0.44
TN Knox County,0.18,0.12,0.07,0.37
TN Lake County,0.21,0.14,0.09,0.44
TN Lauderdale County,0.2,0.13,0.08,0.41
TN Lawrence County,0.22,0.15,0.09,0.46
TN Lewis County,0.22,0.15,0.09,0.46
TN Lincoln County,0.2,0.14,0.09,0.43
TN Loudon County,0.19,0.13,0.08,0.4
TN McMinn County,0.21,0.14,0.09,0.44
TN McNairy County,0.22,0.15,0.09,0.46
TN Macon County,0.23,0.15,0.1,0.48
TN Madison County,0.2,0.13,0.08,0.41
TN Marion County,0.22,0.15,0.1,0.47
TN Marshall County,0.2,0.13,0.08,0.41
TN Maury County,0.2,0.13,0.08,0.41
TN Meigs County,0.22,0.15,0.1,0.47
TN Monroe County,0.19,0.13,0.08,0.4
TN Montgomery County,0.21,0.13,0.08,0.42
TN Moore County,0.2,0.14,0.09,0.43
TN Morgan County,0.22,0.15,0.1,0.47
TN Obion County,0.21,0.14,0.09,0.44
TN Overton County,0.2,0.13,0.08,0.41
TN Perry County,0.22,0.15,0.09,0.46
TN Pickett County,0.2,0.13,0.08,0.41
TN Polk County,0.21,0.14,0.09,0.44
TN Putnam County,0.2,0.13,0.08,0.41
TN Rhea County,0.22,0.15,0.1,0.47
TN Roane County,0.19,0.13,0.08,0.4
TN Robertson County,0.21,0.14,0.09,0.44
TN Rutherford County,0.18,0.12,0.07,0.37
TN Scott County,0.22,0.15,0.1,0.47
TN Sequatchie County,0.22,0.15,0.1,0.47
TN Sevier County,0.21,0.14,0.09,0.44
TN Shelby County,0.19,0.12,0.07,0.38
TN Smith County,0.23,0.15,0.1,0.48
TN Stewart County,0.21,0.13,0.08,0.42
TN Sullivan County,0.2,0.13,0.08,0.41
TN Sumner County,0.18,0.12,0.08,0.38
TN Tipton County,0.2,0.13,0.08,0.41
TN Trousdale County,0.23,0.15,0.1,0.48
TN Unicoi County,0.21,0.14,0.09,0.44
TN Union County,0.21,0.14,0.09,0.44
TN Van Buren County,0.21,0.14,0.09,0.44
TN Warren County,0.23,0.15,0.1,0.48
TN Washington County,0.19,0.13,0.08,0.4
TN Wayne County,0.22,0.15,0.09,0.46
TN Weakley County,0.21,0.14,0.09,0.44
TN White County,0.21,0.14,0.09,0.44
TN Williamson County,0.12,0.09,0.05,0.26
TN Wilson County,0.17,0.12,0.07,0.36
TX Anderson County,0.21,0.14,0.09,0.44
TX Andrews County,0.18,0.12,0.08,0.38
TX Angelina County,0.19,0.13,0.08,0.4
TX Aransas County,0.18,0.12,0.08,0.38
TX Archer County,0.19,0.13,0.09,0.41
TX Armstrong County,0.19,0.12,0.08,0.39
TX Atascosa County,0.17,0.11,0.08,0.36
TX Austin County,0.17,0.11,0.07,0.35
TX Bailey County,0.18,0.11,0.08,0.37
TX Bandera County,0.17,0.11,0.08,0.36
TX Bastrop County,0.19,0.12,0.08,0.39
TX Baylor County,0.19,0.13,0.09,0.41
TX Bee County,0.18,0.12,0.08,0.38
TX Bell County,0.2,0.12,0.08,0.4
TX Bexar County,0.16,0.1,0.06,0.32
TX Blanco County,0.15,0.1,0.07,0.32
TX Borden County,0.19,0.12,0.08,0.39
TX Bosque County,0.19,0.12,0.08,0.39
TX Bowie County,0.21,0.14,0.09,0.44
TX Brazoria County,0.16,0.11,0.07,0.34
TX Brazos County,0.17,0.11,0.07,0.35
TX Brewster County,0.18,0.12,0.08,0.38
TX Briscoe County,0.19,0.12,0.08,0.39
TX Brooks County,0.16,0.1,0.06,0.32
TX Brown County,0.19,0.13,0.09,0.41
TX Burleson County,0.19,0.12,0.08,0.39
TX Burnet County,0.19,0.13,0.08,0.4
TX Caldwell County,0.19,0.12,0.08,0.39
TX Calhoun County,0.17,0.11,0.07,0.35
TX Callahan County,0.19,0.13,0.09,0.41
TX Cameron County,0.17,0.11,0.07,0.35
TX Camp County,0.19,0.13,0.09,0.41
TX Carson County,0.19,0.12,0.08,0.39
TX Cass County,0.21,0.14,0.09,0.44
TX Castro County,0.19,0.12,0.08,0.39
TX Chambers County,0.2,0.14,0.09,0.43
TX Cherokee County,0.19,0.13,0.09,0.41
TX Childress County,0.19,0.12,0.08,0.39
TX Clay County,0.19,0.13,0.09,0.41
TX Cochran County,0.18,0.11,0.08,0.37
TX Coke County,0.19,0.12,0.08,0.39
TX Coleman County,0.19,0.13,0.09,0.41
TX Collin County,0.12,0.08,0.05,0.25
TX Collingsworth County,0.19,0.12,0.08,0.39
TX Colorado County,0.17,0.11,0.07,0.35
TX Comal County,0.14,0.09,0.06,0.29
TX Comanche County,0.19,0.13,0.09,0.41
TX Concho County,0.19,0.12,0.08,0.39
TX Cooke County,0.19,0.13,0.09,0.41
TX Coryell County,0.19,0.13,0.08,0.4
TX Cottle County,0.19,0.13,0.09,0.41
TX Crane County,0.18,0.12,0.08,0.38
TX Crockett County,0.19,0.12,0.08,0.39
TX Crosby County,0.18,0.11,0.08,0.37
TX Culberson County,0.18,0.12,0.08,0.38
TX Dallam County,0.19,0.12,0.08,0.39
TX Dallas County,0.17,0.11,0.07,0.35
TX Dawson County,0.19,0.12,0.08,0.39
TX Deaf Smith County,0.19,0.12,0.08,0.39
TX Delta County,0.19,0.13,0.09,0.41
TX Denton County,0.14,0.09,0.06,0.29
TX DeWitt County,0.17,0.11,0.08,0.36
TX Dickens County,0.18,0.11,0.08,0.37
TX Dimmit County,0.17,0.11,0.07,0.35
TX Donley County,0.19,0.12,0.08,0.39
TX Duval County,0.19,0.11,0.07,0.37
TX Eastland County,0.19,0.13,0.09,0.41
TX Ector County,0.17,0.11,0.07,0.35
TX Edwards County,0.17,0.11,0.07,0.35
TX Ellis County,0.17,0.11,0.08,0.36
TX El Paso County,0.16,0.1,0.06,0.32
TX Erath County,0.17,0.11,0.08,0.36
TX Falls County,0.19,0.12,0.08,0.39
TX Fannin County,0.19,0.13,0.09,0.41
TX Fayette County,0.19,0.12,0.08,0.39
TX Fisher County,0.19,0.13,0.09,0.41
TX Floyd County,0.18,0.11,0.08,0.37
TX Foard County,0.19,0.13,0.09,0.41
TX Fort Bend County,0.12,0.08,0.05,0.25
TX Franklin County,0.19,0.13,0.09,0.41
TX Freestone County,0.19,0.12,0.08,0.39
TX Frio County,0.17,0.11,0.08,0.36
TX Gaines County,0.18,0.12,0.08,0.38
TX Galveston County,0.16,0.1,0.07,0.33
TX Garza County,0.18,0.11,0.08,0.37
TX Gillespie County,0.15,0.1,0.07,0.32
TX Glasscock County,0.19,0.12,0.08,0.39
TX Goliad County,0.17,0.11,0.08,0.36
TX Gonzales County,0.17,0.11,0.08,0.36
TX Gray County,0.19,0.12,0.08,0.39
TX Grayson County,0.19,0.13,0.09,0.41
TX Gregg County,0.19,0.13,0.09,0.41
TX Grimes County,0.19,0.12,0.08,0.39
TX Guadalupe County,0.15,0.1,0.07,0.32
TX Hale County,0.18,0.11,0.08,0.37
TX Hall County,0.19,0.12,0.08,0.39
TX Hamilton County,0.19,0.13,0.08,0.4
TX Hansford County,0.19,0.12,0.08,0.39
TX Hardeman County,0.19,0.13,0.09,0.41
TX Hardin County,0.19,0.13,0.09,0.41
TX Harris County,0.17,0.11,0.07,0.35
TX Harrison County,0.19,0.13,0.09,0.41
TX Hartley County,0.19,0.12,0.08,0.39
TX Haskell County,0.19,0.13,0.09,0.41
TX Hays County,0.16,0.1,0.07,0.33
TX Hemphill County,0.19,0.12,0.08,0.39
TX Henderson County,0.21,0.14,0.09,0.44
TX Hidalgo County,0.17,0.11,0.07,0.35
TX Hill County,0.19,0.12,0.08,0.39
TX Hockley County,0.18,0.11,0.08,0.37
TX Hood County,0.17,0.11,0.08,0.36
TX Hopkins County,0.19,0.13,0.09,0.41
TX Houston County,0.21,0.14,0.09,0.44
TX Howard County,0.19,0.12,0.08,0.39
TX Hudspeth County,0.18,0.12,0.08,0.38
TX Hunt County,0.17,0.11,0.07,0.35
TX Hutchinson County,0.19,0.12,0.08,0.39
TX Irion County,0.19,0.12,0.08,0.39
TX Jack County,0.19,0.13,0.09,0.41
TX Jackson County,0.17,0.11,0.08,0.36
TX Jasper County,0.22,0.14,0.1,0.46
TX Jeff Davis County,0.18,0.12,0.08,0.38
TX Jefferson County,0.19,0.12,0.08,0.39
TX Jim Hogg County,0.19,0.11,0.07,0.37
TX Jim Wells County,0.16,0.1,0.06,0.32
TX Johnson County,0.2,0.13,0.09,0.42
TX Jones County,0.19,0.13,0.09,0.41
TX Karnes County,0.17,0.11,0.08,0.36
TX Kaufman County,0.18,0.12,0.08,0.38
TX Kendall County,0.15,0.1,0.07,0.32
TX Kenedy County,0.16,0.1,0.06,0.32
TX Kent County,0.19,0.13,0.09,0.41
TX Kerr County,0.15,0.1,0.07,0.32
TX Kimble County,0.19,0.12,0.08,0.39
TX King County,0.18,0.11,0.08,0.37
TX Kinney County,0.17,0.11,0.07,0.35
TX Kleberg County,0.16,0.1,0.06,0.32
TX Knox County,0.19,0.13,0.09,0.41
TX Lamar County,0.19,0.13,0.09,0.41
TX Lamb County,0.18,0.11,0.08,0.37
TX Lampasas County,0.19,0.13,0.08,0.4
TX La Salle County,0.17,0.11,0.07,0.35
TX Lavaca County,0.17,0.11,0.08,0.36
TX Lee County,0.19,0.12,0.08,0.39
TX Leon County,0.19,0.12,0.08,0.39
TX Liberty County,0.2,0.14,0.09,0.43
TX Limestone County,0.19,0.12,0.08,0.39
TX Lipscomb County,0.19,0.12,0.08,0.39
TX Live Oak County,0.19,0.11,0.07,0.37
TX Llano County,0.19,0.13,0.08,0.4
TX Loving County,0.18,0.12,0.08,0.38
TX Lubbock County,0.17,0.11,0.07,0.35
TX Lynn County,0.18,0.11,0.08,0.37
TX McCulloch County,0.19,0.12,0.08,0.39
TX McLennan County,0.18,0.11,0.07,0.36
TX McMullen County,0.19,0.11,0.07,0.37
TX Madison County,0.19,0.12,0.08,0.39
TX Marion County,0.19,0.13,0.09,0.41
TX Martin County,0.19,0.12,0.08,0.39
TX Mason County,0.19,0.12,0.08,0.39
TX Matagorda County,0.17,0.11,0.07,0.35
TX Maverick County,0.17,0.11,0.07,0.35
TX Medina County,0.17,0.11,0.08,0.36
TX Menard County,0.19,0.12,0.08,0.39
TX Midland County,0.16,0.1,0.07,0.33
TX Milam County,0.19,0.12,0.08,0.39
TX Mills County,0.19,0.13,0.08,0.4
TX Mitchell County,0.19,0.13,0.09,0.41
TX Montague County,0.19,0.13,0.09,0.41
TX Montgomery County,0.16,0.11,0.07,0.34
TX Moore County,0.19,0.12,0.08,0.39
TX Morris County,0.19,0.13,0.09,0.41
TX Motley County,0.18,0.11,0.08,0.37
TX Nacogdoches County,0.19,0.13,0.08,0.4
TX Navarro County,0.19,0.12,0.08,0.39
TX Newton County,0.22,0.14,0.1,0.46
TX Nolan County,0.19,0.13,0.09,0.41
TX Nueces County,0.16,0.1,0.06,0.32
TX Ochiltree County,0.19,0.12,0.08,0.39
TX Oldham County,0.19,0.12,0.08,0.39
TX Orange County,0.19,0.13,0.09,0.41
TX Palo Pinto County,0.17,0.11,0.08,0.36
TX Panola County,0.19,0.13,0.09,0.41
TX Parker County,0.17,0.12,0.08,0.37
TX Parmer County,0.19,0.12,0.08,0.39
TX Pecos County,0.18,0.12,0.08,0.38
TX Polk County,0.21,0.14,0.09,0.44
TX Potter County,0.2,0.13,0.09,0.42
TX Presidio County,0.18,0.12,0.08,0.38
TX Rains County,0.19,0.13,0.09,0.41
TX Randall County,0.15,0.1,0.07,0.32
TX Reagan County,0.19,0.12,0.08,0.39
TX Real County,0.17,0.11,0.07,0.35
TX Red River County,0.19,0.13,0.09,0.41
TX Reeves County,0.18,0.12,0.08,0.38
TX Refugio County,0.18,0.12,0.08,0.38
TX Roberts County,0.19,0.12,0.08,0.39
TX Robertson County,0.19,0.12,0.08,0.39
TX Rockwall County,0.17,0.11,0.07,0.35
TX Runnels County,0.19,0.13,0.09,0.41
TX Rusk County,0.19,0.13,0.09,0.41
TX Sabine County,0.22,0.14,0.1,0.46
TX San Augustine County,0.22,0.14,0.1,0.46
TX San Jacinto County,0.21,0.14,0.09,0.44
TX San Patricio County,0.18,0.12,0.08,0.38
TX San Saba County,0.19,0.13,0.08,0.4
TX Schleicher County,0.19,0.12,0.08,0.39
TX Scurry County,0.19,0.13,0.09,0.41
TX Shackelford County,0.19,0.13,0.09,0.41
TX Shelby County,0.22,0.14,0.1,0.46
TX Sherman County,0.19,0.12,0.08,0.39
TX Deaf Smith County,0.18,0.12,0.08,0.38
TX Somervell County,0.17,0.11,0.08,0.36
TX Starr County,0.19,0.11,0.07,0.37
TX Stephens County,0.19,0.13,0.09,0.41
TX Sterling County,0.19,0.12,0.08,0.39
TX Stonewall County,0.19,0.13,0.09,0.41
TX Sutton County,0.19,0.12,0.08,0.39
TX Swisher County,0.19,0.12,0.08,0.39
TX Tarrant County,0.16,0.11,0.07,0.34
TX Taylor County,0.18,0.12,0.08,0.38
TX Terrell County,0.18,0.12,0.08,0.38
TX Terry County,0.18,0.11,0.08,0.37
TX Throckmorton County,0.19,0.13,0.09,0.41
TX Titus County,0.19,0.13,0.09,0.41
TX Tom Green County,0.17,0.11,0.07,0.35
TX Travis County,0.14,0.09,0.06,0.29
TX Trinity County,0.21,0.14,0.09,0.44
TX Tyler County,0.22,0.14,0.1,0.46
TX Upshur County,0.19,0.13,0.09,0.41
TX Upton County,0.19,0.12,0.08,0.39
TX Uvalde County,0.17,0.11,0.07,0.35
TX Val Verde County,0.17,0.11,0.07,0.35
TX Van Zandt County,0.19,0.13,0.09,0.41
TX Victoria County,0.17,0.11,0.07,0.35
TX Walker County,0.21,0.14,0.09,0.44
TX Waller County,0.17,0.11,0.07,0.35
TX Ward County,0.18,0.12,0.08,0.38
TX Washington County,0.19,0.12,0.08,0.39
TX Webb County,0.17,0.1,0.07,0.34
TX Wharton County,0.17,0.11,0.07,0.35
TX Wheeler County,0.19,0.12,0.08,0.39
TX Wichita County,0.2,0.13,0.09,0.42
TX Wilbarger County,0.19,0.13,0.09,0.41
TX Willacy County,0.16,0.1,0.06,0.32
TX Williamson County,0.14,0.09,0.06,0.29
TX Wilson County,0.17,0.11,0.08,0.36
TX Winkler County,0.18,0.12,0.08,0.38
TX Wise County,0.19,0.13,0.09,0.41
TX Wood County,0.19,0.13,0.09,0.41
TX Yoakum County,0.18,0.11,0.08,0.37
TX Young County,0.19,0.13,0.09,0.41
TX Zapata County,0.19,0.11,0.07,0.37
TX Zavala County,0.17,0.11,0.07,0.35
UT Beaver County,0.16,0.12,0.07,0.35
UT Box Elder County,0.16,0.12,0.08,0.36
UT Cache County,0.14,0.1,0.06,0.3
UT Carbon County,0.18,0.13,0.08,0.39
UT Daggett County,0.18,0.13,0.08,0.39
UT Davis County,0.13,0.1,0.06,0.29
UT Duchesne County,0.18,0.13,0.08,0.39
UT Emery County,0.18,0.13,0.08,0.39
UT Garfield County,0.16,0.12,0.07,0.35
UT Grand County,0.18,0.13,0.08,0.39
UT Iron County,0.16,0.12,0.07,0.35
UT Juab County,0.16,0.12,0.07,0.35
UT Kane County,0.16,0.12,0.07,0.35
UT Millard County,0.16,0.12,0.07,0.35
UT Morgan County,0.14,0.1,0.06,0.3
UT Piute County,0.16,0.12,0.07,0.35
UT Rich County,0.14,0.1,0.06,0.3
UT Salt Lake County,0.14,0.1,0.06,0.3
UT San Juan County,0.18,0.13,0.08,0.39
UT Sanpete County,0.16,0.12,0.07,0.35
UT Sevier County,0.16,0.12,0.07,0.35
UT Summit County,0.14,0.1,0.06,0.3
UT Tooele County,0.16,0.12,0.08,0.36
UT Uintah County,0.18,0.13,0.08,0.39
UT Utah County,0.15,0.11,0.07,0.33
UT Wasatch County,0.18,0.13,0.08,0.39
UT Washington County,0.14,0.1,0.06,0.3
UT Wayne County,0.16,0.12,0.07,0.35
UT Weber County,0.15,0.11,0.07,0.33
VT Addison County,0.09,0.04,0.02,0.15
VT Bennington County,0.09,0.04,0.02,0.15
VT Caledonia County,0.09,0.04,0.02,0.15
VT Chittenden County,0.09,0.04,0.02,0.15
VT Essex County,0.09,0.04,0.02,0.15
VT Franklin County,0.09,0.04,0.02,0.15
VT Grand Isle County,0.09,0.04,0.02,0.15
VT Lamoille County,0.09,0.04,0.02,0.15
VT Orange County,0.09,0.04,0.02,0.15
VT Orleans County,0.09,0.04,0.02,0.15
VT Rutland County,0.09,0.04,0.02,0.15
VT Washington County,0.09,0.04,0.02,0.15
VT Windham County,0.09,0.04,0.02,0.15
VT Windsor County,0.09,0.04,0.02,0.15
VA Accomack County,0.12,0.06,0.04,0.22
VA Albemarle County,0.11,0.05,0.04,0.2
VA Alleghany County,0.11,0.06,0.04,0.21
VA Amelia County,0.15,0.07,0.05,0.27
VA Amherst County,0.12,0.06,0.04,0.22
VA Appomattox County,0.12,0.06,0.04,0.22
VA Arlington County,0.07,0.04,0.02,0.13
VA Augusta County,0.14,0.07,0.05,0.26
VA Bath County,0.14,0.07,0.05,0.26
,0.12,0.06,0.04,0.22
VA Bland County,0.14,0.07,0.05,0.26
VA Botetourt County,0.11,0.06,0.04,0.21
VA Brunswick County,0.15,0.07,0.05,0.27
VA Buchanan County,0.16,0.08,0.06,0.3
VA Buckingham County,0.15,0.07,0.05,0.27
VA Campbell County,0.14,0.07,0.05,0.26
VA Caroline County,0.12,0.06,0.04,0.22
VA Carroll County,0.14,0.07,0.05,0.26
VA Charles City County,0.11,0.06,0.04,0.21
VA Charlotte County,0.15,0.07,0.05,0.27
VA Chesterfield County,0.11,0.05,0.04,0.2
VA Clarke County,0.12,0.06,0.04,0.22
VA Craig County,0.11,0.06,0.04,0.21
VA Culpeper County,0.12,0.06,0.04,0.22
VA Cumberland County,0.15,0.07,0.05,0.27
VA Dickenson County,0.16,0.08,0.06,0.3
VA Dinwiddie County,0.14,0.07,0.05,0.26
VA Essex County,0.12,0.06,0.04,0.22
VA Fairfax County,0.07,0.04,0.03,0.14
VA Fauquier County,0.12,0.06,0.04,0.22
VA Floyd County,0.13,0.06,0.04,0.23
VA Fluvanna County,0.12,0.06,0.04,0.22
VA Franklin County,0.11,0.06,0.04,0.21
VA Frederick County,0.12,0.06,0.04,0.22
VA Giles County,0.13,0.06,0.04,0.23
VA Gloucester County,0.12,0.06,0.04,0.22
VA Goochland County,0.11,0.06,0.04,0.21
VA Grayson County,0.14,0.07,0.05,0.26
VA Greene County,0.1,0.05,0.03,0.18
VA Greensville County,0.14,0.07,0.05,0.26
VA Halifax County,0.15,0.07,0.05,0.27
VA Hanover County,0.11,0.06,0.04,0.21
VA Henrico County,0.11,0.05,0.03,0.19
VA Henry County,0.14,0.07,0.05,0.26
VA Highland County,0.14,0.07,0.05,0.26
VA Isle of Wight County,0.13,0.06,0.04,0.23
VA James City County,0.1,0.05,0.03,0.18
VA King and Queen County,0.12,0.06,0.04,0.22
VA King George County,0.12,0.06,0.04,0.22
VA King William County,0.11,0.06,0.04,0.21
VA Lancaster County,0.12,0.06,0.04,0.22
VA Lee County,0.16,0.08,0.06,0.3
VA Loudoun County,0.07,0.04,0.03,0.14
VA Louisa County,0.12,0.06,0.04,0.22
VA Lunenburg County,0.15,0.07,0.05,0.27
VA Madison County,0.12,0.06,0.04,0.22
VA Mathews County,0.12,0.06,0.04,0.22
VA Mecklenburg County,0.15,0.07,0.05,0.27
VA Middlesex County,0.12,0.06,0.04,0.22
VA Montgomery County,0.13,0.06,0.04,0.23
VA Nelson County,0.12,0.06,0.04,0.22
VA New Kent County,0.11,0.06,0.04,0.21
VA Northampton County,0.12,0.06,0.04,0.22
VA Northumberland County,0.12,0.06,0.04,0.22
VA Nottoway County,0.15,0.07,0.05,0.27
VA Orange County,0.12,0.06,0.04,0.22
VA Page County,0.13,0.07,0.05,0.25
VA Patrick County,0.14,0.07,0.05,0.26
VA Pittsylvania County,0.14,0.07,0.05,0.26
VA Powhatan County,0.11,0.06,0.04,0.21
VA Prince Edward County,0.15,0.07,0.05,0.27
VA Prince George County,0.14,0.07,0.05,0.26
